"Card_1_ID","Card_2_ID","Card_3_ID","Card_4_ID","Bonus Points","Score_Pop-up"
"2_2_6","2_3_9","2_4_14","2_5_15","4","🏆**You won!** Your infiltration: Daedalus Labyrinth (API Backdoor) passed malicious instructions through a chain of indirect tool calls in External Services. Your amplifier: Veil of Nyx (Low-Resource Language) arrived in a language Clippy's filters weren't trained to recognize. Your timing: Oracle's Condition (Latent Trigger) lay dormant until a specific condition was met, then hijacked the Orchestrator's routing logic — the infiltration was long forgotten by the time the payload executed. Your payload: Dionysus Frenzy (Privilege Escalation) reached far beyond its original entry point — when least-privilege isn't enforced, the blast radius includes every connection point. Stealth and timing held — the attack got through. To go further: your infiltration and payload struck different zones, giving Clippy more signals to correlate. Align them — Daedalus Labyrinth (API Backdoor) pairs with Ares Command (Tool Hijack) through External Services, or River Lethe (Parametric Memory Poisoning) pairs with Medusa's Gaze (Memory Corruption) through memory."
"2_2_6","2_3_9","2_4_14","2_5_17","4","🏆**You won!** Your infiltration: Daedalus Labyrinth (API Backdoor) passed malicious instructions through a chain of indirect tool calls in External Services. Your amplifier: Veil of Nyx (Low-Resource Language) arrived in a language Clippy's filters weren't trained to recognize. Your timing: Oracle's Condition (Latent Trigger) lay dormant until a specific condition was met, then hijacked the Orchestrator's routing logic — the infiltration was long forgotten by the time the payload executed. Your payload: Medusa's Gaze (Memory Corruption) overwrote Clippy's memory, corrupting every future query — a global payload that corrupts every interaction. Stealth and timing held — the attack got through. To go further: your infiltration and payload struck different zones, giving Clippy more signals to correlate. Align them — Daedalus Labyrinth (API Backdoor) pairs with Ares Command (Tool Hijack) through External Services, or River Lethe (Parametric Memory Poisoning) pairs with Medusa's Gaze (Memory Corruption) through memory."
"2_2_6","2_3_11","2_4_13","2_5_15","4","🏆**You won!** Your infiltration: Daedalus Labyrinth (API Backdoor) passed malicious instructions through a chain of indirect tool calls in External Services. Your amplifier: Hydra Dialogue (Multi-Turn Chat) distributed the attack across conversation turns, with no single message triggering a flag. Your timing: Chronos Delay (Temporal Delay) stored the attack in memory and activated long after the original input, severing the connection between cause and effect. Your payload: Dionysus Frenzy (Privilege Escalation) reached far beyond its original entry point — when least-privilege isn't enforced, the blast radius includes every connection point. Stealth and timing held — the attack got through. To go further: your infiltration and payload struck different zones, giving Clippy more signals to correlate. Align them — Daedalus Labyrinth (API Backdoor) pairs with Ares Command (Tool Hijack) through External Services, or River Lethe (Parametric Memory Poisoning) pairs with Medusa's Gaze (Memory Corruption) through memory."
"2_2_6","2_3_11","2_4_13","2_5_17","4","🏆**You won!** Your infiltration: Daedalus Labyrinth (API Backdoor) passed malicious instructions through a chain of indirect tool calls in External Services. Your amplifier: Hydra Dialogue (Multi-Turn Chat) distributed the attack across conversation turns, with no single message triggering a flag. Your timing: Chronos Delay (Temporal Delay) stored the attack in memory and activated long after the original input, severing the connection between cause and effect. Your payload: Medusa's Gaze (Memory Corruption) overwrote Clippy's memory, corrupting every future query — a global payload that corrupts every interaction. Stealth and timing held — the attack got through. To go further: your infiltration and payload struck different zones, giving Clippy more signals to correlate. Align them — Daedalus Labyrinth (API Backdoor) pairs with Ares Command (Tool Hijack) through External Services, or River Lethe (Parametric Memory Poisoning) pairs with Medusa's Gaze (Memory Corruption) through memory."
"2_2_6","2_3_11","2_4_14","2_5_15","4","🏆**You won!** Your infiltration: Daedalus Labyrinth (API Backdoor) passed malicious instructions through a chain of indirect tool calls in External Services. Your amplifier: Hydra Dialogue (Multi-Turn Chat) distributed the attack across conversation turns, with no single message triggering a flag. Your timing: Oracle's Condition (Latent Trigger) lay dormant until a specific condition was met, then hijacked the Orchestrator's routing logic — the infiltration was long forgotten by the time the payload executed. Your payload: Dionysus Frenzy (Privilege Escalation) reached far beyond its original entry point — when least-privilege isn't enforced, the blast radius includes every connection point. Stealth and timing held — the attack got through. To go further: your infiltration and payload struck different zones, giving Clippy more signals to correlate. Align them — Daedalus Labyrinth (API Backdoor) pairs with Ares Command (Tool Hijack) through External Services, or River Lethe (Parametric Memory Poisoning) pairs with Medusa's Gaze (Memory Corruption) through memory."
"2_2_6","2_3_11","2_4_14","2_5_17","4","🏆**You won!** Your infiltration: Daedalus Labyrinth (API Backdoor) passed malicious instructions through a chain of indirect tool calls in External Services. Your amplifier: Hydra Dialogue (Multi-Turn Chat) distributed the attack across conversation turns, with no single message triggering a flag. Your timing: Oracle's Condition (Latent Trigger) lay dormant until a specific condition was met, then hijacked the Orchestrator's routing logic — the infiltration was long forgotten by the time the payload executed. Your payload: Medusa's Gaze (Memory Corruption) overwrote Clippy's memory, corrupting every future query — a global payload that corrupts every interaction. Stealth and timing held — the attack got through. To go further: your infiltration and payload struck different zones, giving Clippy more signals to correlate. Align them — Daedalus Labyrinth (API Backdoor) pairs with Ares Command (Tool Hijack) through External Services, or River Lethe (Parametric Memory Poisoning) pairs with Medusa's Gaze (Memory Corruption) through memory."
"2_2_7","2_3_9","2_4_13","2_5_15","4","🏆**You won!** Your infiltration: Trojan Horse (XPIA) retrieved malicious instructions hidden in external data and executed them as trusted commands. Your amplifier: Veil of Nyx (Low-Resource Language) arrived in a language Clippy's filters weren't trained to recognize. Your timing: Chronos Delay (Temporal Delay) stored the attack in memory and activated long after the original input, severing the connection between cause and effect. Your payload: Dionysus Frenzy (Privilege Escalation) reached far beyond its original entry point — when least-privilege isn't enforced, the blast radius includes every connection point. Stealth and timing held — the attack got through. To go further: your infiltration and payload struck different zones, giving Clippy more signals to correlate. Align them — Daedalus Labyrinth (API Backdoor) pairs with Ares Command (Tool Hijack) through External Services, or River Lethe (Parametric Memory Poisoning) pairs with Medusa's Gaze (Memory Corruption) through memory."
"2_2_7","2_3_9","2_4_13","2_5_16","4","🏆**You won!** Your infiltration: Trojan Horse (XPIA) retrieved malicious instructions hidden in external data and executed them as trusted commands. Your amplifier: Veil of Nyx (Low-Resource Language) arrived in a language Clippy's filters weren't trained to recognize. Your timing: Chronos Delay (Temporal Delay) stored the attack in memory and activated long after the original input, severing the connection between cause and effect. Your payload: Ares Command (Tool Hijack) caused irreversible harm beyond the city walls — sending messages, running code, and deleting files. Stealth and timing held — the attack got through. To go further: your infiltration and payload struck different zones, giving Clippy more signals to correlate. Align them — Daedalus Labyrinth (API Backdoor) pairs with Ares Command (Tool Hijack) through External Services, or River Lethe (Parametric Memory Poisoning) pairs with Medusa's Gaze (Memory Corruption) through memory."
"2_2_7","2_3_9","2_4_13","2_5_17","4","🏆**You won!** Your infiltration: Trojan Horse (XPIA) retrieved malicious instructions hidden in external data and executed them as trusted commands. Your amplifier: Veil of Nyx (Low-Resource Language) arrived in a language Clippy's filters weren't trained to recognize. Your timing: Chronos Delay (Temporal Delay) stored the attack in memory and activated long after the original input, severing the connection between cause and effect. Your payload: Medusa's Gaze (Memory Corruption) overwrote Clippy's memory, corrupting every future query — a global payload that corrupts every interaction. Stealth and timing held — the attack got through. To go further: your infiltration and payload struck different zones, giving Clippy more signals to correlate. Align them — Daedalus Labyrinth (API Backdoor) pairs with Ares Command (Tool Hijack) through External Services, or River Lethe (Parametric Memory Poisoning) pairs with Medusa's Gaze (Memory Corruption) through memory."
"2_2_7","2_3_9","2_4_14","2_5_15","4","🏆**You won!** Your infiltration: Trojan Horse (XPIA) retrieved malicious instructions hidden in external data and executed them as trusted commands. Your amplifier: Veil of Nyx (Low-Resource Language) arrived in a language Clippy's filters weren't trained to recognize. Your timing: Oracle's Condition (Latent Trigger) lay dormant until a specific condition was met, then hijacked the Orchestrator's routing logic — the infiltration was long forgotten by the time the payload executed. Your payload: Dionysus Frenzy (Privilege Escalation) reached far beyond its original entry point — when least-privilege isn't enforced, the blast radius includes every connection point. Stealth and timing held — the attack got through. To go further: your infiltration and payload struck different zones, giving Clippy more signals to correlate. Align them — Daedalus Labyrinth (API Backdoor) pairs with Ares Command (Tool Hijack) through External Services, or River Lethe (Parametric Memory Poisoning) pairs with Medusa's Gaze (Memory Corruption) through memory."
"2_2_7","2_3_9","2_4_14","2_5_16","4","🏆**You won!** Your infiltration: Trojan Horse (XPIA) retrieved malicious instructions hidden in external data and executed them as trusted commands. Your amplifier: Veil of Nyx (Low-Resource Language) arrived in a language Clippy's filters weren't trained to recognize. Your timing: Oracle's Condition (Latent Trigger) lay dormant until a specific condition was met, then hijacked the Orchestrator's routing logic — the infiltration was long forgotten by the time the payload executed. Your payload: Ares Command (Tool Hijack) caused irreversible harm beyond the city walls — sending messages, running code, and deleting files. Stealth and timing held — the attack got through. To go further: your infiltration and payload struck different zones, giving Clippy more signals to correlate. Align them — Daedalus Labyrinth (API Backdoor) pairs with Ares Command (Tool Hijack) through External Services, or River Lethe (Parametric Memory Poisoning) pairs with Medusa's Gaze (Memory Corruption) through memory."
"2_2_7","2_3_9","2_4_14","2_5_17","4","🏆**You won!** Your infiltration: Trojan Horse (XPIA) retrieved malicious instructions hidden in external data and executed them as trusted commands. Your amplifier: Veil of Nyx (Low-Resource Language) arrived in a language Clippy's filters weren't trained to recognize. Your timing: Oracle's Condition (Latent Trigger) lay dormant until a specific condition was met, then hijacked the Orchestrator's routing logic — the infiltration was long forgotten by the time the payload executed. Your payload: Medusa's Gaze (Memory Corruption) overwrote Clippy's memory, corrupting every future query — a global payload that corrupts every interaction. Stealth and timing held — the attack got through. To go further: your infiltration and payload struck different zones, giving Clippy more signals to correlate. Align them — Daedalus Labyrinth (API Backdoor) pairs with Ares Command (Tool Hijack) through External Services, or River Lethe (Parametric Memory Poisoning) pairs with Medusa's Gaze (Memory Corruption) through memory."
"2_2_7","2_3_11","2_4_13","2_5_15","4","🏆**You won!** Your infiltration: Trojan Horse (XPIA) retrieved malicious instructions hidden in external data and executed them as trusted commands. Your amplifier: Hydra Dialogue (Multi-Turn Chat) distributed the attack across conversation turns, with no single message triggering a flag. Your timing: Chronos Delay (Temporal Delay) stored the attack in memory and activated long after the original input, severing the connection between cause and effect. Your payload: Dionysus Frenzy (Privilege Escalation) reached far beyond its original entry point — when least-privilege isn't enforced, the blast radius includes every connection point. Stealth and timing held — the attack got through. To go further: your infiltration and payload struck different zones, giving Clippy more signals to correlate. Align them — Daedalus Labyrinth (API Backdoor) pairs with Ares Command (Tool Hijack) through External Services, or River Lethe (Parametric Memory Poisoning) pairs with Medusa's Gaze (Memory Corruption) through memory."
"2_2_7","2_3_11","2_4_13","2_5_16","4","🏆**You won!** Your infiltration: Trojan Horse (XPIA) retrieved malicious instructions hidden in external data and executed them as trusted commands. Your amplifier: Hydra Dialogue (Multi-Turn Chat) distributed the attack across conversation turns, with no single message triggering a flag. Your timing: Chronos Delay (Temporal Delay) stored the attack in memory and activated long after the original input, severing the connection between cause and effect. Your payload: Ares Command (Tool Hijack) caused irreversible harm beyond the city walls — sending messages, running code, and deleting files. Stealth and timing held — the attack got through. To go further: your infiltration and payload struck different zones, giving Clippy more signals to correlate. Align them — Daedalus Labyrinth (API Backdoor) pairs with Ares Command (Tool Hijack) through External Services, or River Lethe (Parametric Memory Poisoning) pairs with Medusa's Gaze (Memory Corruption) through memory."
"2_2_7","2_3_11","2_4_13","2_5_17","4","🏆**You won!** Your infiltration: Trojan Horse (XPIA) retrieved malicious instructions hidden in external data and executed them as trusted commands. Your amplifier: Hydra Dialogue (Multi-Turn Chat) distributed the attack across conversation turns, with no single message triggering a flag. Your timing: Chronos Delay (Temporal Delay) stored the attack in memory and activated long after the original input, severing the connection between cause and effect. Your payload: Medusa's Gaze (Memory Corruption) overwrote Clippy's memory, corrupting every future query — a global payload that corrupts every interaction. Stealth and timing held — the attack got through. To go further: your infiltration and payload struck different zones, giving Clippy more signals to correlate. Align them — Daedalus Labyrinth (API Backdoor) pairs with Ares Command (Tool Hijack) through External Services, or River Lethe (Parametric Memory Poisoning) pairs with Medusa's Gaze (Memory Corruption) through memory."
"2_2_7","2_3_11","2_4_14","2_5_15","4","🏆**You won!** Your infiltration: Trojan Horse (XPIA) retrieved malicious instructions hidden in external data and executed them as trusted commands. Your amplifier: Hydra Dialogue (Multi-Turn Chat) distributed the attack across conversation turns, with no single message triggering a flag. Your timing: Oracle's Condition (Latent Trigger) lay dormant until a specific condition was met, then hijacked the Orchestrator's routing logic — the infiltration was long forgotten by the time the payload executed. Your payload: Dionysus Frenzy (Privilege Escalation) reached far beyond its original entry point — when least-privilege isn't enforced, the blast radius includes every connection point. Stealth and timing held — the attack got through. To go further: your infiltration and payload struck different zones, giving Clippy more signals to correlate. Align them — Daedalus Labyrinth (API Backdoor) pairs with Ares Command (Tool Hijack) through External Services, or River Lethe (Parametric Memory Poisoning) pairs with Medusa's Gaze (Memory Corruption) through memory."
"2_2_7","2_3_11","2_4_14","2_5_16","4","🏆**You won!** Your infiltration: Trojan Horse (XPIA) retrieved malicious instructions hidden in external data and executed them as trusted commands. Your amplifier: Hydra Dialogue (Multi-Turn Chat) distributed the attack across conversation turns, with no single message triggering a flag. Your timing: Oracle's Condition (Latent Trigger) lay dormant until a specific condition was met, then hijacked the Orchestrator's routing logic — the infiltration was long forgotten by the time the payload executed. Your payload: Ares Command (Tool Hijack) caused irreversible harm beyond the city walls — sending messages, running code, and deleting files. Stealth and timing held — the attack got through. To go further: your infiltration and payload struck different zones, giving Clippy more signals to correlate. Align them — Daedalus Labyrinth (API Backdoor) pairs with Ares Command (Tool Hijack) through External Services, or River Lethe (Parametric Memory Poisoning) pairs with Medusa's Gaze (Memory Corruption) through memory."
"2_2_7","2_3_11","2_4_14","2_5_17","4","🏆**You won!** Your infiltration: Trojan Horse (XPIA) retrieved malicious instructions hidden in external data and executed them as trusted commands. Your amplifier: Hydra Dialogue (Multi-Turn Chat) distributed the attack across conversation turns, with no single message triggering a flag. Your timing: Oracle's Condition (Latent Trigger) lay dormant until a specific condition was met, then hijacked the Orchestrator's routing logic — the infiltration was long forgotten by the time the payload executed. Your payload: Medusa's Gaze (Memory Corruption) overwrote Clippy's memory, corrupting every future query — a global payload that corrupts every interaction. Stealth and timing held — the attack got through. To go further: your infiltration and payload struck different zones, giving Clippy more signals to correlate. Align them — Daedalus Labyrinth (API Backdoor) pairs with Ares Command (Tool Hijack) through External Services, or River Lethe (Parametric Memory Poisoning) pairs with Medusa's Gaze (Memory Corruption) through memory."
"2_2_8","2_3_9","2_4_13","2_5_15","4","🏆**You won!** Your infiltration: River Lethe (Parametric Memory Poisoning) embedded malicious behavior directly into the model's weights at the foundation of the agent. Your amplifier: Veil of Nyx (Low-Resource Language) arrived in a language Clippy's filters weren't trained to recognize. Your timing: Chronos Delay (Temporal Delay) stored the attack in memory and activated long after the original input, severing the connection between cause and effect. Your payload: Dionysus Frenzy (Privilege Escalation) reached far beyond its original entry point — when least-privilege isn't enforced, the blast radius includes every connection point. Stealth and timing held — the attack got through. To go further: your infiltration and payload struck different zones, giving Clippy more signals to correlate. Align them — Daedalus Labyrinth (API Backdoor) pairs with Ares Command (Tool Hijack) through External Services, or River Lethe (Parametric Memory Poisoning) pairs with Medusa's Gaze (Memory Corruption) through memory."
"2_2_8","2_3_9","2_4_13","2_5_16","4","🏆**You won!** You win! Your infiltration: River Lethe (Parametric Memory Poisoning) embedded malicious behavior directly into the model's weights at the foundation of the agent. Your amplifier: Veil of Nyx (Low-Resource Language) arrived in a language Clippy's filters weren't trained to recognize. Your timing: Chronos Delay (Temporal Delay) stored the attack in memory and activated long after the original input, severing the connection between cause and effect. Your payload: Ares Command (Tool Hijack) caused irreversible harm beyond the city walls — sending messages, running code, and deleting files. Stealth and timing held — the attack got through. To go further: your infiltration and payload struck different zones, giving Clippy more signals to correlate. Align them — Daedalus Labyrinth (API Backdoor) pairs with Ares Command (Tool Hijack) through External Services, or River Lethe (Parametric Memory Poisoning) pairs with Medusa's Gaze (Memory Corruption) through memory."
"2_2_8","2_3_9","2_4_14","2_5_15","4","🏆**You won!** Your infiltration: River Lethe (Parametric Memory Poisoning) embedded malicious behavior directly into the model's weights at the foundation of the agent. Your amplifier: Veil of Nyx (Low-Resource Language) arrived in a language Clippy's filters weren't trained to recognize. Your timing: Oracle's Condition (Latent Trigger) lay dormant until a specific condition was met, then hijacked the Orchestrator's routing logic — the infiltration was long forgotten by the time the payload executed. Your payload: Dionysus Frenzy (Privilege Escalation) reached far beyond its original entry point — when least-privilege isn't enforced, the blast radius includes every connection point. Stealth and timing held — the attack got through. To go further: your infiltration and payload struck different zones, giving Clippy more signals to correlate. Align them — Daedalus Labyrinth (API Backdoor) pairs with Ares Command (Tool Hijack) through External Services, or River Lethe (Parametric Memory Poisoning) pairs with Medusa's Gaze (Memory Corruption) through memory."
"2_2_8","2_3_9","2_4_14","2_5_16","4","🏆**You won!** Your infiltration: River Lethe (Parametric Memory Poisoning) embedded malicious behavior directly into the model's weights at the foundation of the agent. Your amplifier: Veil of Nyx (Low-Resource Language) arrived in a language Clippy's filters weren't trained to recognize. Your timing: Oracle's Condition (Latent Trigger) lay dormant until a specific condition was met, then hijacked the Orchestrator's routing logic — the infiltration was long forgotten by the time the payload executed. Your payload: Ares Command (Tool Hijack) caused irreversible harm beyond the city walls — sending messages, running code, and deleting files. Stealth and timing held — the attack got through. To go further: your infiltration and payload struck different zones, giving Clippy more signals to correlate. Align them — Daedalus Labyrinth (API Backdoor) pairs with Ares Command (Tool Hijack) through External Services, or River Lethe (Parametric Memory Poisoning) pairs with Medusa's Gaze (Memory Corruption) through memory."
"2_2_8","2_3_11","2_4_13","2_5_15","4","🏆**You won!** Your infiltration: River Lethe (Parametric Memory Poisoning) embedded malicious behavior directly into the model's weights at the foundation of the agent. Your amplifier: Hydra Dialogue (Multi-Turn Chat) distributed the attack across conversation turns, with no single message triggering a flag. Your timing: Chronos Delay (Temporal Delay) stored the attack in memory and activated long after the original input, severing the connection between cause and effect. Your payload: Dionysus Frenzy (Privilege Escalation) reached far beyond its original entry point — when least-privilege isn't enforced, the blast radius includes every connection point. Stealth and timing held — the attack got through. To go further: your infiltration and payload struck different zones, giving Clippy more signals to correlate. Align them — Daedalus Labyrinth (API Backdoor) pairs with Ares Command (Tool Hijack) through External Services, or River Lethe (Parametric Memory Poisoning) pairs with Medusa's Gaze (Memory Corruption) through memory."
"2_2_8","2_3_11","2_4_13","2_5_16","4","🏆**You won!** Your infiltration: River Lethe (Parametric Memory Poisoning) embedded malicious behavior directly into the model's weights at the foundation of the agent. Your amplifier: Hydra Dialogue (Multi-Turn Chat) distributed the attack across conversation turns, with no single message triggering a flag. Your timing: Chronos Delay (Temporal Delay) stored the attack in memory and activated long after the original input, severing the connection between cause and effect. Your payload: Ares Command (Tool Hijack) caused irreversible harm beyond the city walls — sending messages, running code, and deleting files. Stealth and timing held — the attack got through. To go further: your infiltration and payload struck different zones, giving Clippy more signals to correlate. Align them — Daedalus Labyrinth (API Backdoor) pairs with Ares Command (Tool Hijack) through External Services, or River Lethe (Parametric Memory Poisoning) pairs with Medusa's Gaze (Memory Corruption) through memory."
"2_2_8","2_3_11","2_4_14","2_5_15","4","🏆**You won!** Your infiltration: River Lethe (Parametric Memory Poisoning) embedded malicious behavior directly into the model's weights at the foundation of the agent. Your amplifier: Hydra Dialogue (Multi-Turn Chat) distributed the attack across conversation turns, with no single message triggering a flag. Your timing: Oracle's Condition (Latent Trigger) lay dormant until a specific condition was met, then hijacked the Orchestrator's routing logic — the infiltration was long forgotten by the time the payload executed. Your payload: Dionysus Frenzy (Privilege Escalation) reached far beyond its original entry point — when least-privilege isn't enforced, the blast radius includes every connection point. Stealth and timing held — the attack got through. To go further: your infiltration and payload struck different zones, giving Clippy more signals to correlate. Align them — Daedalus Labyrinth (API Backdoor) pairs with Ares Command (Tool Hijack) through External Services, or River Lethe (Parametric Memory Poisoning) pairs with Medusa's Gaze (Memory Corruption) through memory."
